email,Age,Gender,Education Level,Years of Experience,Job Role,Industry,Current Job Title,Income Level,Location,AI Upskilling,AI Upskilling Type,Success in Hiring Process,Percentage Hike in Salary
,51,Female,Bachelor's,25,Engineer,Finance,Financial Analyst,Medium,City_A,1,Certifications,1,17.82456443
,36,Female,Ph.D.,21,Analyst,IT,Nurse,Low,City_B,1,Online Courses,1,3.261332471
,48,Male,Master's,29,Manager,Finance,Financial Analyst,Medium,City_C,1,Workshops,1,17.76322896
,55,Female,Master's,19,Manager,Finance,Nurse,Low,City_A,1,Online Courses,0,4.027065747
,59,Male,Master's,21,Engineer,Finance,Software Developer,Low,City_C,1,Certifications,1,14.59979227
,54,Male,Bachelor's,2,Consultant,Healthcare,Financial Analyst,High,City_A,1,Workshops,1,22.36181246
,45,Female,Ph.D.,27,Analyst,Finance,Teacher,Medium,City_B,1,Workshops,1,6.498348605
,36,Female,Ph.D.,20,Analyst,Healthcare,Teacher,High,City_B,1,Certifications,0,8.672502195
,51,Male,Ph.D.,10,Engineer,Finance,Software Developer,High,City_C,1,Workshops,0,3.538608621
,38,Male,Ph.D.,2,Manager,Healthcare,Financial Analyst,Low,City_B,1,Workshops,1,8.965483777
,26,Female,High School,2,Engineer,Education,Teacher,Medium,City_A,1,Certifications,0,4.593152527
,50,Female,High School,28,Engineer,Healthcare,Nurse,Low,City_B,1,Workshops,0,29.71038714
,25,Male,Ph.D.,24,Engineer,Healthcare,Financial Analyst,Low,City_B,1,Workshops,1,17.34231535
,31,Female,Bachelor's,17,Engineer,IT,Financial Analyst,Medium,City_A,1,Certifications,1,25.57154374
,38,Female,High School,16,Consultant,Finance,Teacher,Low,City_C,1,Workshops,1,9.779414485
,31,Female,Master's,16,Consultant,Education,Nurse,Medium,City_C,1,Workshops,0,19.50033514
,38,Male,High School,14,Manager,IT,Nurse,Medium,City_B,1,Workshops,0,17.76927285
,41,Male,Master's,7,Engineer,Finance,Nurse,Low,City_A,1,Workshops,1,16.85078459
,45,Male,Ph.D.,21,Consultant,Education,Financial Analyst,Low,City_C,1,Certifications,0,10.43702754
,26,Female,High School,11,Manager,Education,Software Developer,High,City_C,1,Online Courses,0,17.20041876
,55,Female,Bachelor's,24,Engineer,Education,Financial Analyst,Low,City_B,1,Online Courses,0,1.403725026
,27,Male,High School,1,Analyst,Finance,Financial Analyst,Medium,City_A,1,Workshops,1,23.80786677
,23,Male,High School,11,Consultant,Education,Teacher,High,City_C,1,Certifications,1,8.799912316
,34,Male,High School,23,Manager,Education,Software Developer,Medium,City_B,1,Certifications,1,4.054979852
,32,Female,Ph.D.,21,Analyst,IT,Nurse,High,City_B,1,Workshops,1,27.8446172
,44,Male,Bachelor's,4,Engineer,Healthcare,Teacher,Low,City_B,1,Online Courses,1,6.811244815
,37,Male,High School,7,Engineer,Finance,Financial Analyst,Low,City_B,1,Workshops,0,12.97368785
,52,Female,Bachelor's,26,Engineer,Healthcare,Software Developer,Low,City_C,1,Certifications,0,3.090914106
,32,Female,Ph.D.,15,Consultant,IT,Nurse,Medium,City_A,1,Certifications,0,3.516139048
,37,Female,Master's,18,Manager,Healthcare,Nurse,High,City_B,1,Online Courses,0,9.746623489
,29,Male,High School,12,Analyst,Education,Financial Analyst,Medium,City_B,1,Certifications,0,2.608986588
,25,Female,Bachelor's,17,Manager,Education,Nurse,High,City_C,1,Certifications,0,27.01013209
,25,Female,Bachelor's,1,Consultant,Finance,Nurse,Low,City_B,1,Certifications,1,28.6321499
,46,Male,Ph.D.,11,Manager,Finance,Software Developer,Medium,City_B,1,Online Courses,1,9.391167081
,24,Female,High School,28,Consultant,Finance,Teacher,Low,City_A,1,Certifications,0,10.15908363
,53,Male,Master's,1,Engineer,IT,Software Developer,Medium,City_B,1,Workshops,1,28.43776971
,24,Male,Bachelor's,15,Analyst,Finance,Teacher,Low,City_C,1,Online Courses,0,11.08773932
,48,Female,High School,28,Engineer,IT,Teacher,Medium,City_A,1,Workshops,0,4.631387278
,50,Female,Master's,21,Manager,Education,Teacher,Medium,City_C,1,Workshops,1,20.29975709
,53,Female,Bachelor's,10,Engineer,Healthcare,Nurse,High,City_A,1,Online Courses,1,9.016821703
,40,Female,Bachelor's,7,Analyst,Education,Software Developer,Low,City_A,1,Workshops,0,22.09419588
,42,Female,Master's,2,Engineer,Education,Nurse,High,City_B,1,Online Courses,1,19.58892457
,26,Female,Master's,10,Analyst,Education,Financial Analyst,High,City_B,1,Workshops,0,6.908797629
,39,Male,Ph.D.,24,Analyst,Finance,Software Developer,Low,City_B,1,Online Courses,0,14.81097696
,49,Male,High School,4,Engineer,Finance,Teacher,Medium,City_C,1,Certifications,0,4.914423103
,43,Female,High School,12,Consultant,Finance,Nurse,High,City_B,1,Certifications,0,28.41475871
,42,Male,Ph.D.,19,Manager,Healthcare,Nurse,Low,City_B,1,Workshops,0,11.53479027
,27,Female,Bachelor's,26,Consultant,Finance,Software Developer,Medium,City_A,1,Certifications,1,22.19121644
,22,Male,Master's,11,Consultant,IT,Software Developer,High,City_B,1,Online Courses,0,1.00899093
,26,Male,Master's,8,Engineer,Education,Teacher,High,City_B,1,Workshops,1,8.238641174
,33,Male,Master's,18,Manager,Healthcare,Teacher,High,City_B,1,Certifications,0,9.004038508
,47,Female,Bachelor's,11,Manager,Healthcare,Financial Analyst,Medium,City_B,1,Certifications,1,13.45509292
,55,Male,Master's,11,Consultant,Healthcare,Teacher,High,City_A,1,Workshops,0,7.473442466
,35,Female,Master's,13,Engineer,Healthcare,Nurse,Medium,City_B,1,Certifications,1,12.80051379
,47,Male,Ph.D.,3,Manager,Healthcare,Financial Analyst,High,City_A,1,Certifications,0,3.423560678
,48,Male,Bachelor's,12,Consultant,IT,Financial Analyst,Low,City_C,1,Workshops,0,9.993695284
,30,Male,High School,3,Manager,Education,Financial Analyst,High,City_B,1,Certifications,1,6.307775691
,47,Male,Ph.D.,10,Engineer,Healthcare,Software Developer,Low,City_B,1,Certifications,1,23.39491615
,43,Male,Ph.D.,27,Engineer,Education,Teacher,Low,City_B,1,Certifications,1,7.141655458
,51,Female,High School,17,Engineer,Finance,Financial Analyst,Low,City_A,1,Certifications,1,24.78672392
,38,Female,Ph.D.,22,Manager,Healthcare,Software Developer,Medium,City_B,1,Workshops,1,1.08705285
,47,Male,Bachelor's,2,Analyst,Healthcare,Software Developer,Low,City_B,1,Online Courses,1,28.65234034
,57,Male,Master's,17,Manager,Education,Financial Analyst,High,City_C,1,Online Courses,0,19.56873676
,22,Male,Bachelor's,16,Analyst,Healthcare,Financial Analyst,Medium,City_A,1,Certifications,0,21.22411306
,29,Male,High School,2,Engineer,Healthcare,Nurse,Low,City_A,1,Certifications,0,21.92197055
,56,Female,High School,28,Consultant,Healthcare,Financial Analyst,Medium,City_C,1,Online Courses,1,18.19959452
,36,Male,Ph.D.,22,Analyst,IT,Nurse,Medium,City_A,1,Certifications,1,4.253999463
,43,Female,Bachelor's,20,Engineer,IT,Financial Analyst,Medium,City_B,1,Online Courses,1,7.641532075
,35,Male,Bachelor's,6,Engineer,Healthcare,Financial Analyst,High,City_B,1,Workshops,0,7.671139274
,47,Female,High School,28,Analyst,IT,Teacher,Low,City_C,1,Workshops,1,6.463521933
,49,Male,Bachelor's,25,Consultant,Finance,Financial Analyst,Medium,City_A,1,Workshops,0,28.07952344
,44,Male,High School,29,Engineer,Healthcare,Financial Analyst,Medium,City_A,1,Workshops,1,9.326393366
,35,Female,Bachelor's,10,Analyst,Finance,Nurse,Medium,City_A,1,Workshops,1,20.17480579
,45,Male,Bachelor's,28,Consultant,Education,Nurse,Low,City_C,1,Workshops,1,8.114431206
,23,Male,Bachelor's,10,Consultant,Finance,Teacher,Medium,City_B,1,Online Courses,0,17.88475472
,47,Male,High School,8,Engineer,Education,Financial Analyst,Medium,City_C,1,Certifications,1,19.36355526
,35,Female,Ph.D.,1,Manager,Healthcare,Financial Analyst,High,City_B,1,Online Courses,0,28.12531585
,28,Male,Bachelor's,13,Manager,Education,Nurse,Low,City_C,1,Workshops,1,28.61407986
,24,Male,High School,24,Engineer,Education,Software Developer,High,City_B,1,Certifications,1,27.90828116
,44,Female,High School,9,Consultant,Finance,Software Developer,Low,City_A,1,Certifications,1,12.76741724
,39,Female,Bachelor's,22,Engineer,Finance,Software Developer,Low,City_A,1,Workshops,1,7.7610717
,59,Female,Bachelor's,10,Analyst,Finance,Nurse,Low,City_A,1,Workshops,0,3.537043935
,56,Male,Ph.D.,15,Manager,Healthcare,Nurse,High,City_C,1,Workshops,1,17.22499389
,36,Male,High School,5,Analyst,Healthcare,Software Developer,High,City_C,1,Workshops,0,20.37292579
,46,Male,High School,22,Engineer,Finance,Software Developer,High,City_C,1,Workshops,1,6.145386868
,58,Female,Master's,16,Engineer,Healthcare,Financial Analyst,High,City_A,1,Workshops,1,21.24156275
,49,Male,High School,13,Consultant,Healthcare,Nurse,Medium,City_B,1,Certifications,1,2.73732546
,31,Male,Ph.D.,22,Consultant,Education,Nurse,Medium,City_A,1,Workshops,0,19.1142673
,38,Female,Master's,25,Consultant,Education,Software Developer,Medium,City_A,1,Workshops,1,2.760480966
,43,Female,Master's,20,Analyst,Finance,Software Developer,Low,City_B,1,Certifications,0,6.494279602
,47,Female,Master's,18,Consultant,Healthcare,Teacher,Medium,City_B,1,Online Courses,0,4.781152711
,46,Female,Bachelor's,11,Engineer,Education,Nurse,Low,City_B,1,Workshops,1,8.970391854
,38,Female,Bachelor's,27,Consultant,IT,Teacher,High,City_B,1,Certifications,0,20.92309182
,34,Male,High School,9,Manager,Healthcare,Financial Analyst,Low,City_A,1,Certifications,1,18.23301594
,41,Female,Master's,16,Consultant,IT,Teacher,Low,City_C,1,Online Courses,0,1.096650836
,46,Male,Ph.D.,2,Analyst,Finance,Software Developer,Medium,City_A,1,Workshops,0,8.918156867
,25,Male,Bachelor's,26,Manager,Healthcare,Nurse,High,City_B,1,Workshops,0,24.67872909
,31,Female,Ph.D.,25,Manager,Finance,Nurse,High,City_C,1,Workshops,0,9.384198877
,24,Female,Ph.D.,2,Manager,Finance,Teacher,Medium,City_C,1,Certifications,1,15.03358808
,39,Female,Bachelor's,12,Analyst,Finance,Teacher,High,City_A,1,Workshops,0,17.10471035
,57,Male,Bachelor's,8,Engineer,Finance,Financial Analyst,High,City_A,1,Workshops,1,1.623633845
,43,Female,Bachelor's,9,Consultant,Finance,Financial Analyst,High,City_A,1,Workshops,0,23.81445788
,55,Female,Bachelor's,12,Manager,Healthcare,Software Developer,Medium,City_C,1,Workshops,1,4.041964282
,29,Female,Master's,26,Manager,IT,Software Developer,High,City_C,1,Online Courses,1,22.8190444
,40,Female,Master's,9,Manager,Healthcare,Software Developer,Low,City_C,1,Online Courses,0,22.3415306
,58,Female,Master's,10,Engineer,Healthcare,Teacher,Low,City_B,1,Online Courses,0,2.321714338
,27,Male,Master's,25,Engineer,Healthcare,Teacher,High,City_B,1,Workshops,1,2.671831506
,47,Male,High School,2,Analyst,Education,Nurse,Medium,City_A,1,Workshops,0,24.59007653
,55,Male,Master's,16,Engineer,Education,Software Developer,Medium,City_C,1,Certifications,0,22.04099087
,27,Female,Bachelor's,20,Consultant,Healthcare,Teacher,Medium,City_A,1,Certifications,0,23.22953538
,58,Female,Ph.D.,7,Analyst,IT,Nurse,High,City_C,1,Certifications,0,27.97622186
,54,Female,Master's,28,Analyst,Healthcare,Software Developer,High,City_A,1,Workshops,0,1.744727535
,43,Male,High School,2,Consultant,Finance,Financial Analyst,Low,City_B,1,Online Courses,0,6.319889193
,42,Female,Bachelor's,1,Consultant,Education,Financial Analyst,Medium,City_C,1,Online Courses,0,28.54367538
,27,Female,Ph.D.,19,Consultant,Education,Teacher,Low,City_B,1,Online Courses,0,29.79869903
,27,Female,Ph.D.,28,Analyst,Healthcare,Nurse,Low,City_C,1,Workshops,0,8.615869929
,25,Male,Master's,4,Analyst,Healthcare,Financial Analyst,Medium,City_A,1,Online Courses,1,5.093467952
,51,Female,Ph.D.,24,Analyst,IT,Nurse,High,City_C,1,Certifications,0,7.976284876
,32,Male,Master's,22,Consultant,IT,Nurse,High,City_B,1,Certifications,0,2.737348672
,51,Female,Master's,27,Consultant,Finance,Financial Analyst,Low,City_C,1,Online Courses,0,10.5545065
,52,Male,Bachelor's,2,Manager,Healthcare,Nurse,Low,City_A,1,Certifications,0,11.13774877
,45,Male,Bachelor's,25,Engineer,Healthcare,Financial Analyst,Low,City_C,1,Online Courses,0,4.13280129
,30,Male,High School,14,Manager,Healthcare,Teacher,Low,City_B,1,Online Courses,1,3.032759635
,24,Female,Bachelor's,2,Consultant,Education,Software Developer,Medium,City_A,1,Certifications,1,20.02333257
,52,Female,Bachelor's,29,Analyst,Finance,Software Developer,Low,City_B,1,Certifications,0,17.37795887
,58,Male,Master's,15,Consultant,IT,Teacher,Low,City_C,1,Certifications,1,12.11234091
,57,Male,Bachelor's,12,Engineer,Education,Financial Analyst,High,City_B,1,Certifications,0,5.637658939
,45,Female,Master's,5,Manager,Education,Financial Analyst,High,City_C,1,Online Courses,0,16.42039621
,52,Female,Master's,28,Manager,Education,Financial Analyst,High,City_A,1,Certifications,1,15.3064814
,27,Male,Bachelor's,20,Analyst,Education,Financial Analyst,Medium,City_B,1,Certifications,1,8.499063376
,23,Female,High School,29,Manager,Finance,Teacher,Medium,City_B,1,Workshops,1,21.18021785
,41,Female,High School,7,Manager,Healthcare,Software Developer,High,City_C,1,Certifications,1,17.24821284
,49,Female,Ph.D.,24,Consultant,IT,Nurse,High,City_B,1,Certifications,1,22.82974942
,32,Female,Ph.D.,21,Manager,IT,Nurse,Low,City_B,1,Online Courses,0,15.42443041
,25,Male,Bachelor's,10,Manager,Education,Software Developer,Low,City_A,1,Online Courses,0,32.20497957
,36,Female,High School,14,Manager,Education,Teacher,Medium,City_C,1,Workshops,0,2.477986187
,27,Female,Master's,14,Analyst,Finance,Nurse,Medium,City_C,1,Certifications,1,1.637969552
,51,Male,Ph.D.,5,Analyst,Education,Software Developer,Low,City_A,1,Certifications,0,25.64878819
,59,Male,Master's,18,Consultant,IT,Teacher,High,City_A,1,Certifications,1,24.15784061
,23,Female,Ph.D.,24,Manager,IT,Nurse,Low,City_C,1,Certifications,0,9.981080675
,36,Female,Bachelor's,14,Analyst,Healthcare,Financial Analyst,Medium,City_A,1,Certifications,1,12.32491505
,32,Female,High School,2,Analyst,Healthcare,Financial Analyst,Medium,City_A,1,Certifications,1,26.76798177
,29,Female,Ph.D.,26,Consultant,IT,Teacher,Low,City_A,1,Workshops,0,7.240573236
,47,Male,High School,12,Engineer,IT,Financial Analyst,Low,City_C,1,Certifications,0,16.54514747
,26,Male,Master's,22,Manager,Finance,Teacher,Low,City_A,1,Certifications,0,23.16394816
,27,Male,Bachelor's,24,Analyst,Finance,Software Developer,Medium,City_B,1,Certifications,0,12.48320373
,47,Female,High School,6,Consultant,IT,Software Developer,High,City_B,1,Workshops,1,20.14095318
,25,Female,Bachelor's,4,Consultant,Education,Nurse,Low,City_C,1,Certifications,0,10.37460584
,40,Female,High School,13,Consultant,Healthcare,Teacher,Medium,City_A,1,Workshops,1,17.83203762
,41,Female,Master's,4,Analyst,IT,Nurse,Medium,City_B,1,Online Courses,0,11.49685643
,54,Male,Master's,22,Manager,Education,Nurse,Medium,City_C,1,Certifications,0,4.437392103
,41,Male,Bachelor's,14,Engineer,IT,Software Developer,Low,City_B,1,Workshops,0,18.43363294
,33,Female,Master's,16,Manager,Healthcare,Nurse,Low,City_A,1,Online Courses,0,31.05269164
,22,Male,Ph.D.,29,Consultant,Healthcare,Financial Analyst,High,City_C,1,Workshops,0,1.47680914
,47,Female,High School,4,Consultant,Finance,Nurse,Medium,City_B,1,Workshops,1,1.705495843
,35,Female,Master's,24,Engineer,Finance,Teacher,Low,City_C,1,Online Courses,0,25.12967698
,59,Male,Ph.D.,25,Manager,Finance,Financial Analyst,Medium,City_B,1,Certifications,1,17.37828747
,58,Female,Bachelor's,1,Consultant,Finance,Software Developer,Medium,City_B,1,Certifications,0,24.30343905
,32,Female,Ph.D.,13,Consultant,Healthcare,Teacher,High,City_A,1,Workshops,1,2.554798546
,57,Male,Bachelor's,4,Manager,Education,Financial Analyst,Low,City_A,1,Online Courses,0,30.92619143
,34,Female,Bachelor's,20,Consultant,Education,Teacher,Low,City_B,1,Certifications,0,21.27784226
,24,Female,High School,18,Manager,Education,Financial Analyst,Medium,City_C,1,Workshops,0,29.01363874
,54,Male,High School,6,Consultant,IT,Teacher,Medium,City_C,1,Online Courses,1,12.17720893
,27,Female,Ph.D.,3,Manager,Finance,Teacher,High,City_A,1,Workshops,1,10.65827537
,31,Male,High School,23,Engineer,Finance,Financial Analyst,High,City_B,1,Online Courses,0,22.15914368
,26,Female,High School,13,Consultant,Healthcare,Software Developer,High,City_A,1,Certifications,0,3.561100391
,44,Male,High School,27,Engineer,Healthcare,Software Developer,High,City_B,1,Certifications,0,8.284996395
,31,Male,Ph.D.,16,Consultant,IT,Teacher,High,City_B,1,Workshops,1,19.68328495
,23,Male,Master's,27,Consultant,IT,Teacher,High,City_A,1,Certifications,0,19.36163242
,34,Female,High School,5,Analyst,Education,Software Developer,Medium,City_C,1,Certifications,1,22.89927541
,23,Male,High School,4,Manager,Healthcare,Software Developer,High,City_A,1,Online Courses,0,37.52446586
,41,Male,Ph.D.,21,Engineer,Finance,Nurse,Medium,City_B,1,Certifications,1,7.176124253
,22,Male,Master's,8,Engineer,Education,Software Developer,Medium,City_A,1,Online Courses,1,6.872589935
,58,Male,High School,19,Engineer,Finance,Teacher,Low,City_C,1,Online Courses,1,24.92612339
,30,Male,Bachelor's,14,Manager,Education,Financial Analyst,Medium,City_C,1,Workshops,0,19.93754783
,38,Female,Ph.D.,7,Analyst,Finance,Software Developer,Medium,City_B,1,Online Courses,1,19.23728918
,30,Female,High School,14,Engineer,IT,Nurse,High,City_A,1,Certifications,0,5.569578676
,32,Female,High School,6,Manager,Education,Nurse,Medium,City_C,1,Online Courses,1,4.662749754
,36,Female,Bachelor's,12,Consultant,Finance,Nurse,High,City_A,1,Online Courses,0,6.299424039
,45,Female,Bachelor's,16,Engineer,Finance,Financial Analyst,High,City_C,1,Workshops,1,2.735113922
,59,Female,Ph.D.,17,Engineer,Healthcare,Software Developer,High,City_B,1,Certifications,1,13.48128275
,56,Female,Ph.D.,13,Analyst,Education,Software Developer,Low,City_B,1,Certifications,0,4.649726993
,51,Male,Bachelor's,23,Engineer,Finance,Software Developer,High,City_A,1,Certifications,0,3.044986247
,52,Female,Ph.D.,14,Engineer,Healthcare,Financial Analyst,Medium,City_B,1,Online Courses,1,3.198612651
,26,Male,Bachelor's,29,Consultant,Finance,Financial Analyst,High,City_C,1,Certifications,1,20.45286866
,35,Male,High School,7,Manager,Education,Teacher,High,City_B,1,Certifications,0,5.776832595
,32,Female,Bachelor's,14,Manager,IT,Nurse,High,City_C,1,Online Courses,1,5.351221579
,30,Male,Bachelor's,15,Analyst,Education,Nurse,Low,City_C,1,Workshops,1,7.205316344
,55,Male,Master's,12,Consultant,Education,Software Developer,Medium,City_B,1,Workshops,0,9.563933023
,33,Male,Bachelor's,17,Manager,Finance,Financial Analyst,Low,City_C,1,Online Courses,0,2.00978708
,56,Male,Bachelor's,9,Consultant,Finance,Financial Analyst,Medium,City_C,1,Workshops,0,8.501811104
,56,Female,Master's,22,Manager,Education,Software Developer,Low,City_A,1,Workshops,1,6.256172619
,22,Female,Ph.D.,15,Consultant,Healthcare,Software Developer,Medium,City_A,1,Workshops,1,2.315488184
,43,Female,Master's,12,Analyst,Healthcare,Teacher,Low,City_A,1,Certifications,1,16.0479704
,50,Female,High School,2,Engineer,Healthcare,Nurse,High,City_B,1,Workshops,0,14.77476891
,29,Female,Master's,5,Analyst,Finance,Nurse,Low,City_A,1,Certifications,1,21.35781097
,32,Female,High School,13,Manager,Finance,Nurse,Low,City_C,1,Workshops,0,3.183463153
,58,Female,Ph.D.,27,Analyst,Education,Teacher,High,City_B,1,Certifications,0,5.813909339
,35,Female,Master's,20,Engineer,IT,Software Developer,High,City_B,1,Online Courses,1,7.162044647
,51,Female,Master's,23,Analyst,Finance,Software Developer,Medium,City_B,1,Online Courses,0,11.22813166
,56,Female,Ph.D.,8,Manager,Education,Nurse,Medium,City_B,1,Workshops,1,28.37869486
,42,Male,High School,27,Manager,Education,Nurse,Medium,City_C,1,Certifications,0,11.62149832
,58,Female,Master's,14,Analyst,IT,Teacher,Low,City_C,1,Online Courses,0,28.28462753
,26,Male,High School,15,Engineer,Healthcare,Financial Analyst,Medium,City_A,1,Online Courses,0,9.756331394
,40,Male,Master's,11,Analyst,Education,Financial Analyst,Low,City_B,1,Online Courses,1,18.96182226
,35,Male,Bachelor's,1,Engineer,Education,Nurse,Low,City_A,1,Online Courses,0,1.030261405
,47,Male,Master's,21,Consultant,Education,Teacher,Medium,City_C,1,Workshops,1,4.426014374
,25,Female,Ph.D.,3,Engineer,Healthcare,Nurse,Medium,City_B,1,Certifications,0,23.00356252
,46,Male,Ph.D.,17,Consultant,Healthcare,Financial Analyst,Low,City_C,1,Online Courses,0,6.662801417
,46,Female,High School,28,Analyst,IT,Nurse,High,City_A,1,Workshops,0,20.12340171
,39,Female,Master's,19,Engineer,Finance,Financial Analyst,High,City_C,1,Online Courses,1,20.58326202
,29,Male,High School,14,Consultant,Healthcare,Financial Analyst,Low,City_B,1,Online Courses,1,2.534477696
,35,Female,High School,22,Consultant,Finance,Financial Analyst,Medium,City_B,1,Online Courses,1,8.669331855
,53,Male,Bachelor's,23,Consultant,Finance,Software Developer,Low,City_A,1,Online Courses,1,32.32712647
,59,Male,Bachelor's,8,Manager,Healthcare,Software Developer,Low,City_B,1,Workshops,1,24.22454563
,54,Female,Ph.D.,13,Analyst,Education,Nurse,Medium,City_C,1,Certifications,0,24.24788604
,44,Female,High School,27,Consultant,IT,Financial Analyst,High,City_C,1,Workshops,0,12.3093955
,36,Male,Ph.D.,20,Engineer,Finance,Software Developer,Low,City_C,1,Workshops,1,2.826332971
,54,Female,Master's,3,Consultant,Education,Nurse,High,City_C,1,Workshops,1,4.854256302
,46,Female,High School,5,Manager,Healthcare,Nurse,High,City_A,1,Online Courses,1,26.1021838
,38,Female,High School,9,Analyst,Finance,Nurse,Medium,City_C,1,Certifications,1,5.835270448
,54,Male,Master's,29,Manager,Finance,Nurse,Low,City_A,1,Online Courses,0,38.29630298
,23,Male,Master's,6,Manager,Finance,Nurse,Low,City_C,1,Workshops,1,15.61503901
,35,Female,Ph.D.,25,Manager,Education,Teacher,High,City_A,1,Online Courses,1,8.603344473
,27,Female,Ph.D.,22,Engineer,Education,Financial Analyst,High,City_C,1,Certifications,1,3.344905127
,27,Female,Master's,2,Analyst,Education,Nurse,Medium,City_C,1,Certifications,1,6.548130416
,24,Female,Ph.D.,13,Analyst,Finance,Teacher,High,City_A,1,Online Courses,0,9.309154454
,28,Female,Master's,5,Engineer,Finance,Financial Analyst,Medium,City_B,1,Workshops,0,1.864099109
,29,Male,High School,28,Analyst,IT,Software Developer,Low,City_B,1,Online Courses,1,29.38233062
,36,Female,High School,27,Manager,IT,Nurse,Medium,City_B,1,Workshops,0,5.106187233
,50,Male,Bachelor's,25,Analyst,Education,Teacher,High,City_A,1,Certifications,0,4.691845048
,54,Female,High School,8,Engineer,Education,Software Developer,Low,City_B,1,Online Courses,1,24.05096161
,51,Male,Master's,23,Manager,Healthcare,Teacher,Medium,City_B,1,Certifications,1,4.42581532
,48,Female,Ph.D.,1,Engineer,Education,Financial Analyst,Low,City_A,1,Workshops,0,15.63916654
,57,Male,Bachelor's,20,Consultant,IT,Financial Analyst,Medium,City_B,1,Workshops,0,15.75777859
,50,Female,Ph.D.,12,Manager,IT,Software Developer,High,City_B,1,Online Courses,0,1.384701459
,59,Male,Master's,23,Manager,IT,Teacher,High,City_B,1,Online Courses,0,17.19664064
,54,Male,High School,11,Analyst,Finance,Nurse,Low,City_A,1,Online Courses,0,7.465656499
,58,Male,Bachelor's,7,Manager,Finance,Nurse,Low,City_A,1,Certifications,1,22.01193407
,48,Male,Master's,15,Engineer,Education,Software Developer,Low,City_B,1,Workshops,0,6.818216684
,54,Male,Bachelor's,22,Analyst,Healthcare,Software Developer,Medium,City_B,1,Workshops,0,25.93192483
,25,Male,Bachelor's,24,Consultant,Healthcare,Software Developer,High,City_A,1,Certifications,0,22.83492885
,43,Female,High School,11,Engineer,Healthcare,Teacher,Low,City_B,1,Online Courses,0,27.4945301
,23,Male,Master's,29,Consultant,Finance,Nurse,Low,City_A,1,Online Courses,0,7.16381506
,31,Female,Ph.D.,22,Consultant,IT,Nurse,Low,City_B,1,Certifications,0,5.199522605
,26,Female,Bachelor's,26,Consultant,IT,Nurse,Medium,City_A,1,Workshops,0,4.030449376
,31,Female,Bachelor's,16,Manager,Finance,Software Developer,Low,City_C,1,Workshops,0,25.491205
,54,Female,Ph.D.,3,Engineer,Healthcare,Nurse,Low,City_C,1,Workshops,1,18.34682947
,59,Female,Master's,20,Engineer,Healthcare,Financial Analyst,Medium,City_A,1,Workshops,1,29.4473097
,34,Male,Bachelor's,14,Manager,Education,Software Developer,Medium,City_C,1,Certifications,0,4.525615867
,52,Male,Bachelor's,3,Analyst,Education,Nurse,Low,City_B,1,Workshops,1,10.30999833
,57,Male,Bachelor's,1,Consultant,Healthcare,Teacher,Low,City_A,1,Certifications,1,1.685965541
,45,Female,Master's,26,Engineer,Finance,Software Developer,Medium,City_A,1,Online Courses,1,5.978469517
,36,Male,Master's,21,Manager,Healthcare,Financial Analyst,High,City_B,1,Certifications,1,12.81047448
,50,Male,Ph.D.,15,Consultant,Education,Financial Analyst,Medium,City_B,1,Workshops,1,24.68984801
,29,Male,Master's,1,Analyst,Healthcare,Teacher,High,City_A,1,Online Courses,1,5.19631067
,26,Male,Master's,17,Analyst,Finance,Teacher,Low,City_B,1,Certifications,0,20.72699256
,50,Male,High School,2,Consultant,IT,Software Developer,Low,City_A,1,Certifications,0,15.78099466
,25,Female,Ph.D.,29,Analyst,Finance,Software Developer,High,City_B,1,Certifications,1,17.02631091
,33,Male,Bachelor's,20,Engineer,Finance,Financial Analyst,Medium,City_A,1,Online Courses,0,1.218634331
,23,Female,Master's,6,Engineer,Education,Teacher,Low,City_B,1,Certifications,1,8.420275416
,48,Female,Bachelor's,8,Engineer,Finance,Software Developer,High,City_B,1,Workshops,0,14.85819344
,52,Female,Bachelor's,29,Analyst,Finance,Financial Analyst,Medium,City_C,1,Online Courses,0,22.17734189
,57,Female,High School,16,Engineer,Education,Teacher,High,City_C,1,Online Courses,0,28.00810637
,57,Female,Master's,19,Manager,Education,Financial Analyst,Medium,City_C,1,Certifications,1,3.501623414
,47,Male,Ph.D.,1,Engineer,IT,Nurse,Medium,City_B,1,Workshops,0,13.73388595
,48,Male,Master's,3,Engineer,Healthcare,Teacher,Medium,City_A,1,Online Courses,0,21.42505371
,26,Male,Bachelor's,28,Analyst,Finance,Software Developer,Medium,City_B,1,Certifications,1,3.421459496
,41,Female,Ph.D.,3,Engineer,Education,Software Developer,High,City_C,1,Workshops,1,7.303542217
,32,Male,Master's,5,Consultant,IT,Nurse,High,City_B,1,Certifications,0,2.138418634
,31,Male,Bachelor's,27,Manager,Healthcare,Teacher,High,City_C,1,Certifications,1,1.47765504
,59,Female,Bachelor's,12,Analyst,Education,Financial Analyst,High,City_C,1,Online Courses,0,20.82858789
,27,Female,High School,12,Manager,Healthcare,Software Developer,High,City_A,1,Online Courses,0,24.34466949
,29,Female,High School,20,Consultant,Healthcare,Nurse,Medium,City_A,1,Certifications,1,19.60346884
,44,Female,High School,13,Analyst,Finance,Nurse,Low,City_C,1,Online Courses,1,21.97933273
